UPOS	SPOS	EqlNumUPOS	EqlNumSPOS	gender1M2F	number1S2P	polarity1p2n3nu	Positive-Sentiment	Negative-Sentiment	Neutral-Sentiment	Morpho1P2S0N	complexword	compoundword	Reduplicatedword	Lema	Diac	Infinitive	UnigramProb	Token
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0014	اچو
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
ADV	ظرف	7	7	0	1	1	1	0	0	2	0	1	0	1	0	0	0.0016	گڏجي
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0027	ملڪ
VERB	فعل	4	4	0	2	1	1	0	0	2	0	1	0	0	0	0	0.0002	سنواريون
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0014	اچو
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
ADV	ظرف	7	7	0	1	1	1	0	0	2	0	1	0	1	0	0	0.0016	گڏجي
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.001	راند
VERB	فعل	4	4	0	2	1	1	0	0	2	1	0	0	0	0	0	0.0005	کيڏون
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADV	ظرف	7	7	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0014	اڄڪلھ
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0013	موسم
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.002	ماڻهن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.002	ڪو
NOUN	اسم	1	1	1	1	1	1	0	0	2	0	1	0	1	0	0	0.001	ڀروسو
X	نامعلوم	18	18	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0064	ئي
ADV	ظرف	7	7	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0097	نه
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0016	رهيو
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0064	اسان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
VERB	فعل	4	4	0	1	1	1	0	0	2	1	0	0	1	0	1	0.0007	سمجھائڻ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
ADV	ظرف	7	7	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0008	باوجود
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	1	0	0.0059	هُو
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	1	0.0005	وڃڻ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	کان
ADV	ظرف	7	7	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0097	نه
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0005	مڙيو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADV	ظرف	7	7	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0014	اڄڪلھ
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0004	شادين
ADP	حرفِ جر	6	6	0	2	3	0	0	3	1	0	0	0	0	0	0	0.0039	جا
NOUN	اسم	1	1	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0004	خرچ
ADJ	صفت	5	5	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0004	وڌي
VERB	فعل	4	4	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0008	ويا
AUX	فعل معاون	8	8	0	2	3	0	0	3	2	0	1	0	0	0	0	0.0052	آهن
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADV	ظرف	7	7	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0014	اڄڪلھ
NOUN	اسم	1	1	0	2	1	1	0	0	2	0	1	0	0	0	0	0.001	رشتن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	کان
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0013	وڌيڪ
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0092	ماڻهو
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0005	پئسن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0134	سان
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	0	0	0	0.003	محبت
VERB	فعل	4	4	0	2	1	1	0	0	1	0	0	0	0	0	0	0.0026	ڪن
VERB	فعل	4	4	0	2	3	0	0	3	1	0	0	0	0	0	0	0.0064	ٿا
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0027	اڄ
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0064	اسان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
NOUN	اسم	1	1	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0004	موڪل
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADJ	صفت	5	5	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	آخر
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0011	مرد
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	عورت
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	1	0	0.0004	ڪِن
ADJ	صفت	5	5	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	خاص
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0004	عضون
ADP	حرفِ جر	6	6	0	1	1	1	0	0	2	0	1	0	1	0	0	0.0013	کانسواءِ
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	ڪهڙو
NOUN	اسم	1	1	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	فرق
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0011	مرد
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0035	پاڻ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0004	برتر
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0004	عظيم
VERB	فعل	4	4	0	1	1	1	0	0	2	1	0	0	0	0	0	0.0004	سمجهي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.013	ٿو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	1	0	0.0013	آءَ
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0054	زندگي
VERB	فعل	4	4	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0002	گذاريندو
ADV	ظرف	7	7	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0097	نه
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0019	آهيان
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0002	بلڪه
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.002	ان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
VERB	فعل	4	4	0	1	1	1	0	0	2	1	0	0	0	0	0	0.0002	جيئندو
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0019	آهيان
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADV	ظرف	7	7	0	1	3	0	0	3	2	0	0	1	1	0	0	0.0002	جيئن جيئن
NOUN	اسم	1	1	2	1	3	0	0	3	2	0	1	0	1	0	0	0.0002	ٽيڪنولوجي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.001	ترقي
VERB	فعل	4	4	0	1	3	0	0	3	2	0	1	0	0	0	0	0.0002	آئي
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
ADV	ظرف	7	7	0	1	3	0	0	3	2	0	0	1	1	0	0	0.0002	تيئن تيئن
ADJ	صفت	5	5	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0002	سماجي
NOUN	اسم	1	1	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0002	جوڙجڪ
ADP	حرفِ جر	6	6	0	2	3	0	0	3	1	0	1	0	0	0	0	0.0039	جا
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
ADJ	صفت	5	5	0	2	1	1	0	0	2	1	0	0	1	0	0	0.0002	نوان
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0002	طريقا
ADJ	صفت	5	5	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0002	نافظ
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	1	0.0005	ٿيڻ
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0002	لڳا
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0011	ٻين
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0134	سان
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0039	سٺو
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	1	0.0007	ڳالهائڻ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0134	سان
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0035	پاڻ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
NOUN	اسم	1	1	1	1	3	0	0	3	2	0	1	0	1	0	0	0.0057	انسان
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0039	سٺو
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0029	ٿئي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.013	ٿو
CONJ	حرف جملو	9	9	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0002	تنهنڪري
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0092	ماڻهو
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0039	سٺو
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0005	اخلاق
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	1	0.0002	هئڻ
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0073	گھرجي
PUNC	بيهڪ جي نشاني	17	17	0	0	3	0	0	3	0	0	0	0	0	0	0	0.0058	،
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.002	ان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0134	سان
ADV	ظرف	7	7	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0007	گڏ
PRON	ضمير	2	2	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0048	پنهنجي
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0002	عادت
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0032	بهتر
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	0	0	1	0.0097	ڪرڻ
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0073	گھرجي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0007	جيئن
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0036	هر
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0092	ماڻهو
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0032	خوش
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0054	زندگي
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0002	گذاري
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	1	0	0	1	0	0	0.001	سگھي
PUNC	بيهڪ جي نشاني	17	17	0	0	3	0	0	3	0	0	0	0	0	0	0	0.0058	،
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0011	اصل
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0021	عبادت
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
NOUN	اسم	1	1	2	1	3	0	0	3	2	0	1	0	1	0	0	0.0008	انسانيت
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0005	خدمت
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	0	0	1	0.0097	ڪرڻ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
X	نامعلوم	18	18	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0064	ئي
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0023	ڪنهن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.002	دل
VERB	فعل	4	4	0	1	2	0	2	0	2	1	0	0	0	0	1	0.0004	آزارڻ
ADV	ظرف	7	7	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0097	نه
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0073	گھرجي
SCON	حرف جملو شرطيه	13	13	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0005	ڇاڪاڻ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0036	هر
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.002	دل
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
PROPN	اسم خاص	3	3	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0013	خدا
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0035	پاڻ
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0027	رهي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.013	ٿو
PUNC	بيهڪ جي نشاني	17	17	0	0	3	0	0	3	0	0	0	0	0	0	0	0.0058	،
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0011	خبر
ADV	ظرف	7	7	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0097	نه
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0092	ماڻهو
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0011	انسانن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
ADV	ظرف	7	7	0	1	3	0	0	3	2	1	0	0	1	0	0	0.001	ڪيئن
VERB	فعل	4	4	0	1	2	0	2	0	2	1	0	0	0	0	0	0.0004	ڏکائن
VERB	فعل	4	4	0	2	3	0	0	3	1	0	0	0	0	0	0	0.0064	ٿا
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0008	جڏهن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0035	پاڻ
X	نامعلوم	18	18	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0013	ڀي
NOUN	اسم	1	1	1	1	3	0	0	3	2	0	1	0	1	0	0	0.0057	انسان
AUX	فعل معاون	8	8	0	2	3	0	0	3	2	0	1	0	0	0	0	0.0052	آهن
PUNC	بيهڪ جي نشاني	17	17	0	0	3	0	0	3	0	0	0	0	0	0	0	0.0058	،
PROPN	اسم خاص	3	3	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0013	خدا
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0064	اسان
ADJ	صفت	5	5	0	2	3	0	0	3	2	1	0	0	1	0	0	0.0016	سڀني
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0004	هدايت
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.001	ڏيئي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0007	جيئن
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0064	اسان
ADJ	صفت	5	5	0	2	1	1	0	0	2	1	0	0	1	0	0	0.0007	سٺا
NOUN	اسم	1	1	1	1	3	0	0	3	2	0	1	0	1	0	0	0.0057	انسان
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0115	ٿي
AUX	فعل معاون	8	8	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0004	سگھون
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	هن
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	دنيا
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
ADJ	صفت	5	5	0	1	1	1	0	0	2	0	1	0	1	0	0	0.0011	خوبصورت
VERB	فعل	4	4	0	2	1	1	0	0	2	1	0	0	0	0	0	0.0004	بڻايون
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0019	ڪمپيوٽر
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0005	ايجاد
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	دنيا
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
VERB	فعل	4	4	0	1	1	1	0	0	2	1	0	0	0	0	0	0.0007	بدلائي
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0021	ڇڏيو
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PUNC	بيهڪ جي نشاني	17	17	0	0	3	0	0	3	0	0	0	0	0	0	0	0.0058	،
ADV	ظرف	7	7	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0007	هاڻي
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0036	هر
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0092	ماڻهو
ADJ	صفت	5	5	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	پوري
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	دنيا
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	گھر
NOUN	اسم	1	1	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0002	ويٺي
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0014	ڏسي
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	1	0	0	1	0	0	0.001	سگھي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.013	ٿو
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0024	پر
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.002	ان
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0005	ايجاد
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0092	ماڻهو
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0092	ماڻهو
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	کان
ADJ	صفت	5	5	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	پري
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0001	رکيو
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PUNC	بيهڪ جي نشاني	17	17	0	0	3	0	0	3	0	0	0	0	0	0	0	0.0058	،
ADV	ظرف	7	7	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0007	هاڻي
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0092	ماڻهو
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0011	صرف
PROPN	اسم خاص	3	3	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0019	ڪمپيوٽر
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0134	سان
X	نامعلوم	18	18	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0064	ئي
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0005	ڳالهيون
VERB	فعل	4	4	0	2	1	1	0	0	1	0	0	0	0	0	0	0.0026	ڪن
VERB	فعل	4	4	0	2	3	0	0	3	2	1	0	0	0	0	0	0.001	پيا
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.002	ان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
ADJ	صفت	5	5	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0005	نقصان
NOUN	اسم	1	1	0	2	1	1	0	0	2	0	1	0	0	0	0	0.001	رشتن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	مان
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	0	0	0	0.003	محبت
ADJ	صفت	5	5	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0013	ختم
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	1	0.0005	ٿيڻ
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PUNC	بيهڪ جي نشاني	17	17	0	0	3	0	0	3	0	0	0	0	0	0	0	0.0058	،
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0064	اسان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
PROPN	اسم خاص	3	3	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0019	ڪمپيوٽر
NOUN	اسم	1	1	0	1	3	0	0	3	1	0	0	0	1	0	0	0.001	استعمال
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	0	0	1	0.0097	ڪرڻ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0134	سان
ADV	ظرف	7	7	0	1	3	0	0	3	2	0	0	1	1	0	0	0.0002	گڏوگڏ
PRON	ضمير	2	2	0	2	3	0	0	3	2	0	1	0	0	0	0	0.0007	پنهنجن
NOUN	اسم	1	1	0	2	1	1	0	0	2	0	1	0	0	0	0	0.0002	رشتيدارن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0023	وقت
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	0	0	1	0.0024	ڏيڻ
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0073	گھرجي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0005	بازار
